"","Received.Year","Received.Month","Report.Date","County.Name","Animal.Classification","Number.of.Samples","Positive.Samples","Latitude.Center.Point","Longitude.Center.Point","Geocode"
"13479",2013,10,NA,"Wyoming","Domestic Other",2,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"13480",2014,5,NA,"Niagara","Bat",3,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"13481",2017,1,NA,"Livingston","Wild Other",2,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"13482",2018,9,NA,"Westchester","Cat",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13483",2014,6,NA,"Washington","Cat",2,1,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"13484",2022,6,NA,"Dutchess","Cat",2,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"13485",2010,4,NA,"Ontario","Raccoon",1,1,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"13486",2013,6,NA,"Albany","Wild Other",4,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"13487",2016,7,NA,"Franklin","Raccoon",4,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"13488",2017,3,NA,"Oneida","Domestic Other",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"13489",2010,5,NA,"Otsego","Cat",3,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"13490",2021,5,NA,"St. Lawrence","Domestic Other",2,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"13491",2013,10,NA,"Westchester","Skunk",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13492",2012,11,NA,"Monroe","Cat",2,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"13493",2024,6,NA,"Monroe","Rodents",1,1,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"13494",2013,3,NA,"Niagara","Cat",3,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"13495",2014,8,NA,"Lewis","Bat",8,1,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"13496",2023,9,NA,"Columbia","Dog",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"13497",2018,5,NA,"St. Lawrence","Domestic Other",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"13498",2020,12,NA,"Suffolk","Rodents",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13499",2019,8,NA,"Genesee","Bat",9,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"13500",2014,4,NA,"Suffolk","Raccoon",5,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13501",2016,10,NA,"Otsego","Cat",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"13502",2019,6,NA,"Tompkins","Wild Other",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"13503",2009,9,NA,"Ulster","Bat",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"13504",2014,5,NA,"Westchester","Dog",4,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13505",2012,4,NA,"Otsego","Raccoon",1,1,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"13506",2009,2,NA,"Dutchess","Bat",1,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"13507",2012,11,NA,"Clinton","Skunk",7,2,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"13508",2012,2,NA,"Tioga","Raccoon",1,1,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"13509",2021,12,NA,"Cortland","Rodents",2,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"13510",2016,8,NA,"Cayuga","Domestic Other",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"13511",2024,3,NA,"Madison","Rodents",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"13512",2017,12,NA,"Schenectady","Cat",1,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"13513",2024,2,NA,"Ulster","Wild Other",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"13514",2018,12,NA,"Rockland","Dog",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"13515",2022,10,NA,"Niagara","Bat",1,1,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"13516",2017,10,NA,"Tioga","Skunk",1,1,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"13517",2012,2,NA,"Niagara","Cat",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"13518",2012,11,NA,"Suffolk","Bat",4,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13519",2012,8,NA,"Hamilton","Bat",1,0,43.47081,-74.41132,"POINT (-74.41132 43.47081)"
"13520",2011,3,NA,"Schoharie","Cat",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"13521",2017,5,NA,"Genesee","Bat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"13522",2009,1,NA,"Saratoga","Raccoon",2,1,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13523",2014,5,NA,"Oswego","Dog",3,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"13524",2020,8,NA,"Suffolk","Bat",10,1,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13525",2018,11,NA,"Yates","Raccoon",1,1,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"13526",2019,8,NA,"Broome","Rodents",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"13527",2015,10,NA,"Orleans","Cat",1,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"13528",2015,5,NA,"Lewis","Cat",3,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"13529",2010,7,NA,"Columbia","Rodents",2,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"13530",2015,7,NA,"Broome","Cat",3,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"13531",2020,6,NA,"Genesee","Bat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"13532",2011,7,NA,"Madison","Skunk",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"13533",2019,1,NA,"Orleans","Cat",1,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"13534",2011,6,NA,"Westchester","Rodents",3,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13535",2008,8,NA,"Cortland","Cat",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"13536",2021,3,NA,"Saratoga","Cat",3,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13537",2015,10,NA,"Erie","Raccoon",3,1,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"13538",2012,6,NA,"Erie","Bat",49,1,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"13539",2015,3,NA,"Putnam","Bat",2,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"13540",2018,6,NA,"Herkimer","Cat",2,1,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"13541",2013,1,NA,"St. Lawrence","Skunk",1,1,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"13542",2011,2,NA,"Monroe","Dog",2,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"13543",2016,7,NA,"Onondaga","Cat",3,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"13544",2022,7,NA,"Chemung","Cat",3,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"13545",2008,9,NA,"Wayne","Raccoon",1,1,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"13546",2017,5,NA,"Rockland","Bat",3,2,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"13547",2023,7,NA,"Columbia","Cat",2,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"13548",2013,4,NA,"Saratoga","Bat",2,1,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13549",2018,8,NA,"Steuben","Dog",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"13550",2019,3,NA,"Clinton","Raccoon",2,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"13551",2008,11,NA,"Lewis","Bat",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"13552",2022,12,NA,"Monroe","Wild Other",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"13553",2021,10,NA,"Chenango","Raccoon",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"13554",2007,9,NA,"Essex","Wild Other",3,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"13555",2010,4,NA,"Niagara","Raccoon",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"13556",2023,10,NA,"Ontario","Wild Other",2,1,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"13557",2023,5,NA,"Ontario","Fox",2,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"13558",2023,4,NA,"Westchester","Dog",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13559",2018,10,NA,"Franklin","Dog",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"13560",2024,5,NA,"Wayne","Bat",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"13561",2023,11,NA,"Columbia","Wild Other",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"13562",2020,11,NA,"Albany","Wild Other",1,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"13563",2008,8,NA,"Chenango","Dog",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"13564",2013,8,NA,"Steuben","Raccoon",2,1,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"13565",2021,7,NA,"Clinton","Dog",3,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"13566",2009,6,NA,"Suffolk","Rodents",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13567",2009,9,NA,"Chautauqua","Bat",6,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"13568",2008,8,NA,"Greene","Bat",3,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"13569",2010,7,NA,"Onondaga","Cat",6,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"13570",2017,4,NA,"Oneida","Bat",2,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"13571",2021,5,NA,"Cattaraugus","Raccoon",1,1,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"13572",2016,3,NA,"Ontario","Dog",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"13573",2021,9,NA,"Steuben","Bat",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"13574",2019,12,NA,"Rensselaer","Cat",2,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"13575",2024,3,NA,"Orange","Cat",3,1,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"13576",2013,8,NA,"Herkimer","Dog",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"13577",2023,8,NA,"Wayne","Dog",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"13578",2013,2,NA,"Westchester","Cat",8,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13579",2021,9,NA,"Onondaga","Bat",6,1,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"13580",2023,10,NA,"Cortland","Dog",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"13581",2018,7,NA,"Otsego","Skunk",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"13582",2018,10,NA,"Rockland","Fox",1,1,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"13583",2021,12,NA,"Niagara","Cat",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"13584",2023,12,NA,"Erie","Skunk",8,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"13585",2008,7,NA,"Washington","Cat",4,1,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"13586",2012,6,NA,"Genesee","Cat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"13587",2021,6,NA,"Otsego","Dog",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"13588",2008,3,NA,"Ulster","Rodents",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"13589",2018,9,NA,"Essex","Skunk",4,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"13590",2010,12,NA,"Tompkins","Raccoon",1,1,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"13591",2020,1,NA,"Rensselaer","Raccoon",3,2,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"13592",2016,7,NA,"Saratoga","Bat",10,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13593",2018,2,NA,"Dutchess","Dog",2,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"13594",2016,6,NA,"Wayne","Bat",3,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"13595",2022,8,NA,"Oswego","Skunk",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"13596",2019,11,NA,"Chautauqua","Raccoon",1,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"13597",2015,8,NA,"Rockland","Raccoon",1,1,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"13598",2009,12,NA,"Madison","Wild Other",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"13599",2007,12,NA,"Saratoga","Bat",3,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13600",2022,8,NA,"Tompkins","Dog",3,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"13601",2021,4,NA,"Dutchess","Cat",3,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"13602",2013,6,NA,"Columbia","Cat",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"13603",2014,6,NA,"Ulster","Dog",2,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"13604",2009,7,NA,"Warren","Raccoon",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"13605",2017,10,NA,"Cayuga","Bat",2,2,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"13606",2012,7,NA,"Tioga","Raccoon",1,1,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"13607",2010,9,NA,"Rockland","Skunk",2,1,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"13608",2008,9,NA,"Chemung","Wild Other",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"13609",2012,1,NA,"Sullivan","Dog",3,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"13610",2020,5,NA,"Suffolk","Cat",3,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13611",2010,10,NA,"Onondaga","Skunk",1,1,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"13612",2023,4,NA,"Orange","Fox",1,1,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"13613",2019,8,NA,"St. Lawrence","Skunk",3,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"13614",2022,12,NA,"Clinton","Dog",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"13615",2020,6,NA,"Cattaraugus","Bat",8,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"13616",2015,9,NA,"Saratoga","Wild Other",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13617",2022,9,NA,"Westchester","Bat",16,1,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13618",2016,7,NA,"Rockland","Bat",3,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"13619",2023,6,NA,"Saratoga","Bat",4,1,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13620",2022,8,NA,"Tompkins","Bat",50,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"13621",2017,9,NA,"Oswego","Cat",2,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"13622",2017,8,NA,"Orange","Domestic Other",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"13623",2010,10,NA,"Niagara","Raccoon",2,1,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"13624",2020,5,NA,"Saratoga","Fox",3,1,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13625",2010,4,NA,"Suffolk","Bat",2,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13626",2018,2,NA,"Chemung","Wild Other",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"13627",2020,3,NA,"Suffolk","Cat",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13628",2023,8,NA,"Cattaraugus","Domestic Other",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"13629",2019,8,NA,"Seneca","Skunk",1,1,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"13630",2008,1,NA,"Nassau","Bat",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"13631",2015,7,NA,"Franklin","Raccoon",4,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"13632",2013,7,NA,"Fulton","Bat",4,0,43.0069,-74.37424,"POINT (-74.37424 43.0069)"
"13633",2012,3,NA,"Allegany","Bat",3,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"13634",2013,9,NA,"Albany","Cat",3,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"13635",2011,6,NA,"Nassau","Dog",8,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"13636",2023,11,NA,"Cattaraugus","Raccoon",2,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"13637",2020,4,NA,"Lewis","Raccoon",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"13638",2017,7,NA,"Nassau","Dog",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"13639",2008,4,NA,"Ulster","Bat",78,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"13640",2008,10,NA,"Erie","Fox",1,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"13641",2014,10,NA,"Tompkins","Bat",2,2,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"13642",2014,1,NA,"Montgomery","Cattle",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"13643",2008,9,NA,"Rensselaer","Wild Other",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"13644",2009,9,NA,"Clinton","Dog",4,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"13645",2020,7,NA,"Schuyler","Raccoon",1,0,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"13646",2018,7,NA,"Otsego","Cat",2,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"13647",2023,12,NA,"Chenango","Dog",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"13648",2024,3,NA,"Westchester","Bat",11,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13649",2015,3,NA,"Schuyler","Domestic Other",1,0,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"13650",2013,7,NA,"Rensselaer","Dog",3,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"13651",2012,6,NA,"Madison","Cat",2,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"13652",2017,11,NA,"Nassau","Dog",2,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"13653",2008,10,NA,"Cayuga","Wild Other",2,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"13654",2012,3,NA,"Nassau","Raccoon",3,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"13655",2018,6,NA,"Schoharie","Bat",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"13656",2013,6,NA,"Jefferson","Raccoon",3,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"13657",2009,6,NA,"Ulster","Domestic Other",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"13658",2015,4,NA,"Herkimer","Cat",2,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"13659",2016,3,NA,"Tioga","Cat",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"13660",2018,8,NA,"Allegany","Rodents",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"13661",2010,1,NA,"Franklin","Bat",2,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"13662",2018,2,NA,"Chemung","Bat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"13663",2019,8,NA,"Schenectady","Cat",3,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"13664",2017,4,NA,"Genesee","Wild Other",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"13665",2015,9,NA,"Ulster","Cat",4,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"13666",2016,9,NA,"Orange","Bat",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"13667",2008,3,NA,"Dutchess","Bat",3,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"13668",2012,10,NA,"Albany","Raccoon",1,1,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"13669",2020,8,NA,"Seneca","Dog",1,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"13670",2008,9,NA,"Wyoming","Cat",2,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"13671",2019,9,NA,"Cayuga","Bat",2,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"13672",2013,7,NA,"Steuben","Skunk",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"13673",2008,7,NA,"Tompkins","Fox",2,1,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"13674",2013,5,NA,"Genesee","Raccoon",2,1,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"13675",2015,8,NA,"Tompkins","Rodents",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"13676",2018,1,NA,"Suffolk","Dog",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13677",2016,10,NA,"Jefferson","Fox",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"13678",2020,1,NA,"Ontario","Wild Other",2,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"13679",2024,4,NA,"Schoharie","Domestic Other",2,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"13680",2010,7,NA,"Erie","Cat",28,1,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"13681",2023,11,NA,"Montgomery","Dog",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"13682",2019,2,NA,"Ontario","Cat",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"13683",2020,6,NA,"Erie","Bat",81,4,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"13684",2016,6,NA,"Allegany","Raccoon",2,1,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"13685",2009,3,NA,"Montgomery","Bat",2,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"13686",2013,9,NA,"Tioga","Rodents",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"13687",2008,11,NA,"Onondaga","Dog",5,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"13688",2023,9,NA,"Niagara","Cat",2,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"13689",2020,5,NA,"Jefferson","Dog",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"13690",2021,7,NA,"Wayne","Bat",3,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"13691",2012,9,NA,"Schoharie","Cat",2,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"13692",2012,11,NA,"Broome","Cat",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"13693",2014,2,NA,"Suffolk","Dog",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"13694",2023,10,NA,"Chemung","Bat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"13695",2013,10,NA,"Orange","Cat",3,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"13696",2014,6,NA,"Greene","Wild Other",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"13697",2007,10,NA,"Washington","Wild Other",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"13698",2014,9,NA,"Essex","Domestic Other",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"13699",2023,3,NA,"Cattaraugus","Cat",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"13700",2021,8,NA,"Saratoga","Bat",22,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"13701",2015,8,NA,"Clinton","Rodents",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"13702",2011,5,NA,"Schoharie","Cat",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"13703",2010,8,NA,"Allegany","Cat",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"13704",2016,11,NA,"Chenango","Dog",2,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"13705",2012,3,NA,"Nassau","Dog",2,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"13706",2020,11,NA,"Rensselaer","Wild Other",2,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"13707",2013,8,NA,"Oneida","Wild Other",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"13708",2022,4,NA,"Ulster","Bat",3,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"13709",2008,1,NA,"Erie","Skunk",1,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"13710",2021,5,NA,"Westchester","Cat",2,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13711",2015,9,NA,"Erie","Cat",19,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"13712",2012,11,NA,"Otsego","Skunk",1,1,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"13713",2013,9,NA,"Orleans","Cat",1,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"13714",2015,6,NA,"Seneca","Raccoon",1,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"13715",2018,2,NA,"Schoharie","Wild Other",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"13716",2014,7,NA,"Jefferson","Skunk",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"13717",2020,4,NA,"Seneca","Raccoon",1,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"13718",2008,7,NA,"St. Lawrence","Cattle",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"13719",2015,4,NA,"Tompkins","Dog",2,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"13720",2017,10,NA,"Herkimer","Bat",3,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"13721",2023,3,NA,"Columbia","Domestic Other",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"13722",2016,2,NA,"Westchester","Cat",4,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"13723",2011,6,NA,"Ontario","Bat",2,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"13724",2019,10,NA,"Lewis","Cat",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"13725",2011,5,NA,"Ontario","Dog",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"13726",2023,10,NA,"Jefferson","Skunk",3,1,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
